date,close,volume,open,high,low,symbol
2024-02-27,182.63,54318850,181.1,183.9225,179.56,AAPL
2024-02-26,181.16,40867420,182.24,182.76,180.65,AAPL
2024-02-23,182.52,45119680,185.01,185.04,182.23,AAPL
2024-02-22,184.37,52292210,183.48,184.955,182.46,AAPL
2024-02-21,182.32,41529670,181.94,182.8888,180.66,AAPL
2024-02-20,181.56,53665550,181.79,182.43,180.0,AAPL
2024-02-16,182.31,49752470,183.42,184.85,181.665,AAPL
2024-02-15,183.86,65434500,183.55,184.49,181.35,AAPL
2024-02-14,184.15,54630520,185.32,185.53,182.44,AAPL
2024-02-13,185.04,56529530,185.77,186.21,183.5128,AAPL
2024-02-12,187.15,41781930,188.415,188.67,186.79,AAPL
2024-02-09,188.85,45155220,188.65,189.99,188.0,AAPL
2024-02-08,188.32,40962050,189.385,189.535,187.35,AAPL
2024-02-07,189.41,53438960,190.64,191.05,188.61,AAPL
2024-02-06,189.3,43490760,186.86,189.31,186.7695,AAPL
2024-02-05,187.68,69668820,188.15,189.25,185.84,AAPL
2024-02-02,185.85,102551700,179.86,187.33,179.25,AAPL
2024-02-01,186.86,64885410,183.985,186.95,183.82,AAPL
2024-01-31,184.4,55467800,187.04,187.095,184.35,AAPL
2024-01-30,188.04,55859370,190.94,191.8,187.47,AAPL
2024-01-29,191.73,47145620,192.01,192.2,189.58,AAPL
2024-01-26,192.42,44594010,194.27,194.76,191.94,AAPL
2024-01-25,194.17,54822130,195.22,196.2675,193.1125,AAPL
2024-01-24,194.5,53631320,195.42,196.38,194.34,AAPL
2024-01-23,195.18,42355590,195.02,195.75,193.8299,AAPL
2024-01-22,193.89,60133850,192.3,195.33,192.26,AAPL
2024-01-19,191.56,68902990,189.33,191.95,188.82,AAPL
2024-01-18,188.63,78005750,186.09,189.14,185.83,AAPL
2024-01-17,182.68,47317430,181.27,182.93,180.3,AAPL
2024-01-16,183.63,65603040,182.16,184.26,180.934,AAPL
2024-01-12,185.92,40477780,186.06,186.74,185.19,AAPL
2024-01-11,185.59,49128410,186.54,187.05,183.62,AAPL
2024-01-10,186.19,46792910,184.35,186.4,183.92,AAPL
2024-01-09,185.14,42841810,183.92,185.15,182.73,AAPL
2024-01-08,185.56,59144470,182.085,185.6,181.5,AAPL
2024-01-05,181.18,62379660,181.99,182.76,180.17,AAPL
2024-01-04,181.91,71983570,182.15,183.0872,180.88,AAPL
2024-01-03,184.25,58414460,184.22,185.88,183.43,AAPL
2024-01-02,185.64,82488670,187.15,188.44,183.885,AAPL
2023-12-29,192.53,42672150,193.9,194.4,191.725,AAPL
2023-12-28,193.58,34049900,194.14,194.66,193.17,AAPL
2023-12-27,193.15,48087680,192.49,193.5,191.09,AAPL
2023-12-26,193.05,28919310,193.61,193.89,192.83,AAPL
2023-12-22,193.6,37149570,195.18,195.41,192.97,AAPL
2023-12-21,194.68,46482550,196.1,197.08,193.5,AAPL
2023-12-20,194.83,52242820,196.9,197.68,194.83,AAPL
2023-12-19,196.94,40714050,196.16,196.95,195.89,AAPL
2023-12-18,195.89,55751860,196.09,196.63,194.39,AAPL
2023-12-15,197.57,128538400,197.53,198.3999,197.0,AAPL
2023-12-14,198.11,66831570,198.02,199.62,196.16,AAPL
2023-12-13,197.96,70404180,195.09,198.0,194.85,AAPL
2023-12-12,194.71,52696900,193.08,194.72,191.721,AAPL
2023-12-11,193.18,60943700,193.11,193.49,191.42,AAPL
